animal_type,complaint_type,suburb,year_quarter,animal,complaint
Dog,Wandering,Townsville City,2014.3,Dog,Wandering
Cat,Enclosure,Condon,2014.3,Cat,Enclosure
Dog,Enclosure,Condon,2014.3,Dog,Enclosure
Dog,Enclosure,Condon,2014.3,Dog,Enclosure
Dog,Noise,Condon,2014.3,Dog,Noise
Dog,Private Impound,Condon,2014.3,Dog,Private Impound
Dog,Private Impound,Condon,2014.3,Dog,Private Impound
Dog,Private Impound,Condon,2014.3,Dog,Private Impound
Dog,Wandering,Condon,2014.3,Dog,Wandering
Dog,Aggressive Animal,Kelso,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Kelso,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Kelso,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Kelso,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Kelso,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Kelso,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Kelso,2014.3,Dog,Aggressive Animal
Dog,Attack,Kelso,2014.3,Dog,Attack
Dog,Attack,Kelso,2014.3,Dog,Attack
Dog,Enclosure,Kelso,2014.3,Dog,Enclosure
Dog,Enclosure,Kelso,2014.3,Dog,Enclosure
Dog,Enclosure,Kelso,2014.3,Dog,Enclosure
Dog,Enclosure,Kelso,2014.3,Dog,Enclosure
Dog,Enclosure,Kelso,2014.3,Dog,Enclosure
Dog,Enclosure,Kelso,2014.3,Dog,Enclosure
Dog,Enclosure,Kelso,2014.3,Dog,Enclosure
Dog,Enclosure,Kelso,2014.3,Dog,Enclosure
Dog,Enclosure,Kelso,2014.3,Dog,Enclosure
Dog,Enclosure,Kelso,2014.3,Dog,Enclosure
Dog,Enclosure,Kelso,2014.3,Dog,Enclosure
Dog,Enclosure,Kelso,2014.3,Dog,Enclosure
Dog,Enclosure,Kelso,2014.3,Dog,Enclosure
Dog,Enclosure,Kelso,2014.3,Dog,Enclosure
Dog,Noise,Kelso,2014.3,Dog,Noise
Dog,Noise,Kelso,2014.3,Dog,Noise
Dog,Noise,Kelso,2014.3,Dog,Noise
Dog,Noise,Kelso,2014.3,Dog,Noise
Dog,Noise,Kelso,2014.3,Dog,Noise
Dog,Noise,Kelso,2014.3,Dog,Noise
Dog,Noise,Kelso,2014.3,Dog,Noise
Dog,Noise,Kelso,2014.3,Dog,Noise
Dog,Noise,Kelso,2014.3,Dog,Noise
Dog,Private Impound,Kelso,2014.3,Dog,Private Impound
Dog,Private Impound,Kelso,2014.3,Dog,Private Impound
Dog,Private Impound,Kelso,2014.3,Dog,Private Impound
Dog,Private Impound,Kelso,2014.3,Dog,Private Impound
Dog,Private Impound,Kelso,2014.3,Dog,Private Impound
Dog,Private Impound,Kelso,2014.3,Dog,Private Impound
Dog,Private Impound,Kelso,2014.3,Dog,Private Impound
Dog,Private Impound,Kelso,2014.3,Dog,Private Impound
Dog,Aggressive Animal,Rasmussen,2014.3,Dog,Aggressive Animal
Dog,Attack,Rasmussen,2014.3,Dog,Attack
Dog,Attack,Rasmussen,2014.3,Dog,Attack
Dog,Attack,Rasmussen,2014.3,Dog,Attack
Dog,Attack,Rasmussen,2014.3,Dog,Attack
Dog,Enclosure,Rasmussen,2014.3,Dog,Enclosure
Dog,Enclosure,Rasmussen,2014.3,Dog,Enclosure
Dog,Noise,Rasmussen,2014.3,Dog,Noise
Dog,Noise,Rasmussen,2014.3,Dog,Noise
Cat,Private Impound,Rasmussen,2014.3,Cat,Private Impound
Dog,Private Impound,Rasmussen,2014.3,Dog,Private Impound
Dog,Private Impound,Rasmussen,2014.3,Dog,Private Impound
Dog,Attack,Cranbrook,2014.3,Dog,Attack
Dog,Attack,Cranbrook,2014.3,Dog,Attack
Dog,Enclosure,Cranbrook,2014.3,Dog,Enclosure
Dog,Noise,Cranbrook,2014.3,Dog,Noise
Dog,Aggressive Animal,Kirwan,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Kirwan,2014.3,Dog,Aggressive Animal
Dog,Attack,Kirwan,2014.3,Dog,Attack
Dog,Attack,Kirwan,2014.3,Dog,Attack
Dog,Attack,Kirwan,2014.3,Dog,Attack
Dog,Enclosure,Kirwan,2014.3,Dog,Enclosure
Dog,Enclosure,Kirwan,2014.3,Dog,Enclosure
Dog,Enclosure,Kirwan,2014.3,Dog,Enclosure
Dog,Enclosure,Kirwan,2014.3,Dog,Enclosure
Dog,Enclosure,Kirwan,2014.3,Dog,Enclosure
Dog,Enclosure,Kirwan,2014.3,Dog,Enclosure
Dog,Enclosure,Kirwan,2014.3,Dog,Enclosure
Dog,Enclosure,Kirwan,2014.3,Dog,Enclosure
Dog,Enclosure,Kirwan,2014.3,Dog,Enclosure
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Cat,Private Impound,Kirwan,2014.3,Cat,Private Impound
Dog,Private Impound,Kirwan,2014.3,Dog,Private Impound
Dog,Private Impound,Kirwan,2014.3,Dog,Private Impound
Dog,Private Impound,Kirwan,2014.3,Dog,Private Impound
Dog,Wandering,Kirwan,2014.3,Dog,Wandering
Dog,Enclosure,Mount Louisa,2014.3,Dog,Enclosure
Dog,Private Impound,Mount Louisa,2014.3,Dog,Private Impound
Dog,Attack,Thuringowa Central,2014.3,Dog,Attack
Dog,Noise,Thuringowa Central,2014.3,Dog,Noise
Dog,Noise,Thuringowa Central,2014.3,Dog,Noise
Dog,Noise,Thuringowa Central,2014.3,Dog,Noise
Dog,Noise,Thuringowa Central,2014.3,Dog,Noise
Dog,Noise,Thuringowa Central,2014.3,Dog,Noise
Cat,Private Impound,Thuringowa Central,2014.3,Cat,Private Impound
Cat,Private Impound,Thuringowa Central,2014.3,Cat,Private Impound
Dog,Private Impound,Thuringowa Central,2014.3,Dog,Private Impound
Dog,Private Impound,Thuringowa Central,2014.3,Dog,Private Impound
Dog,Private Impound,Thuringowa Central,2014.3,Dog,Private Impound
Dog,Private Impound,Thuringowa Central,2014.3,Dog,Private Impound
Dog,Private Impound,Thuringowa Central,2014.3,Dog,Private Impound
Dog,Private Impound,Thuringowa Central,2014.3,Dog,Private Impound
Dog,Attack,Annandale,2014.3,Dog,Attack
Dog,Attack,Annandale,2014.3,Dog,Attack
Dog,Attack,Annandale,2014.3,Dog,Attack
Dog,Noise,Annandale,2014.3,Dog,Noise
Dog,Noise,Annandale,2014.3,Dog,Noise
Dog,Noise,Annandale,2014.3,Dog,Noise
Cat,Private Impound,Annandale,2014.3,Cat,Private Impound
Dog,Private Impound,Annandale,2014.3,Dog,Private Impound
Dog,Private Impound,Annandale,2014.3,Dog,Private Impound
Dog,Private Impound,Annandale,2014.3,Dog,Private Impound
Dog,Private Impound,Annandale,2014.3,Dog,Private Impound
Dog,Attack,Condon,2014.3,Dog,Attack
Dog,Enclosure,Condon,2014.3,Dog,Enclosure
Dog,Noise,Condon,2014.3,Dog,Noise
Dog,Noise,Condon,2014.3,Dog,Noise
Dog,Noise,Condon,2014.3,Dog,Noise
Dog,Private Impound,Condon,2014.3,Dog,Private Impound
Dog,Private Impound,Condon,2014.3,Dog,Private Impound
Dog,Wandering,Condon,2014.3,Dog,Wandering
Dog,Wandering,Condon,2014.3,Dog,Wandering
Dog,Wandering,Condon,2014.3,Dog,Wandering
Dog,Attack,Douglas,2014.3,Dog,Attack
Dog,Attack,Douglas,2014.3,Dog,Attack
Dog,Noise,Douglas,2014.3,Dog,Noise
Dog,Noise,Douglas,2014.3,Dog,Noise
Dog,Noise,Douglas,2014.3,Dog,Noise
Cat,Private Impound,Douglas,2014.3,Cat,Private Impound
Cat,Private Impound,Douglas,2014.3,Cat,Private Impound
Cat,Private Impound,Douglas,2014.3,Cat,Private Impound
Dog,Private Impound,Douglas,2014.3,Dog,Private Impound
Dog,Private Impound,Douglas,2014.3,Dog,Private Impound
Dog,Private Impound,Douglas,2014.3,Dog,Private Impound
Dog,Private Impound,Douglas,2014.3,Dog,Private Impound
Dog,Private Impound,Douglas,2014.3,Dog,Private Impound
Dog,Private Impound,Douglas,2014.3,Dog,Private Impound
Dog,Private Impound,Douglas,2014.3,Dog,Private Impound
Dog,Private Impound,Douglas,2014.3,Dog,Private Impound
Dog,Private Impound,Douglas,2014.3,Dog,Private Impound
Dog,Aggressive Animal,Cranbrook,2014.3,Dog,Aggressive Animal
Dog,Enclosure,Cranbrook,2014.3,Dog,Enclosure
Dog,Noise,Cranbrook,2014.3,Dog,Noise
Dog,Noise,Cranbrook,2014.3,Dog,Noise
Dog,Aggressive Animal,Heatley,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Heatley,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Heatley,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Heatley,2014.3,Dog,Aggressive Animal
Dog,Attack,Heatley,2014.3,Dog,Attack
Dog,Attack,Heatley,2014.3,Dog,Attack
Dog,Enclosure,Heatley,2014.3,Dog,Enclosure
Dog,Private Impound,Heatley,2014.3,Dog,Private Impound
Dog,Private Impound,Heatley,2014.3,Dog,Private Impound
Dog,Private Impound,Heatley,2014.3,Dog,Private Impound
Dog,Private Impound,Heatley,2014.3,Dog,Private Impound
Dog,Aggressive Animal,Kirwan,2014.3,Dog,Aggressive Animal
Dog,Attack,Kirwan,2014.3,Dog,Attack
Dog,Attack,Kirwan,2014.3,Dog,Attack
Dog,Attack,Kirwan,2014.3,Dog,Attack
Dog,Enclosure,Kirwan,2014.3,Dog,Enclosure
Dog,Enclosure,Kirwan,2014.3,Dog,Enclosure
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Dog,Noise,Kirwan,2014.3,Dog,Noise
Cat,Private Impound,Kirwan,2014.3,Cat,Private Impound
Cat,Private Impound,Kirwan,2014.3,Cat,Private Impound
Cat,Private Impound,Kirwan,2014.3,Cat,Private Impound
Cat,Private Impound,Kirwan,2014.3,Cat,Private Impound
Cat,Private Impound,Kirwan,2014.3,Cat,Private Impound
Dog,Private Impound,Kirwan,2014.3,Dog,Private Impound
Dog,Private Impound,Kirwan,2014.3,Dog,Private Impound
Dog,Private Impound,Kirwan,2014.3,Dog,Private Impound
Dog,Private Impound,Kirwan,2014.3,Dog,Private Impound
Dog,Wandering,Kirwan,2014.3,Dog,Wandering
Dog,Wandering,Kirwan,2014.3,Dog,Wandering
Dog,Enclosure,Mount Louisa,2014.3,Dog,Enclosure
Dog,Private Impound,Mount Louisa,2014.3,Dog,Private Impound
Dog,Private Impound,Mount Louisa,2014.3,Dog,Private Impound
Dog,Aggressive Animal,Aitkenvale,2014.3,Dog,Aggressive Animal
Dog,Attack,Aitkenvale,2014.3,Dog,Attack
Dog,Enclosure,Aitkenvale,2014.3,Dog,Enclosure
Dog,Enclosure,Aitkenvale,2014.3,Dog,Enclosure
Dog,Noise,Aitkenvale,2014.3,Dog,Noise
Dog,Noise,Aitkenvale,2014.3,Dog,Noise
Dog,Noise,Aitkenvale,2014.3,Dog,Noise
Dog,Noise,Aitkenvale,2014.3,Dog,Noise
Dog,Noise,Aitkenvale,2014.3,Dog,Noise
Cat,Private Impound,Aitkenvale,2014.3,Cat,Private Impound
Cat,Private Impound,Aitkenvale,2014.3,Cat,Private Impound
Cat,Private Impound,Aitkenvale,2014.3,Cat,Private Impound
Cat,Private Impound,Aitkenvale,2014.3,Cat,Private Impound
Cat,Private Impound,Aitkenvale,2014.3,Cat,Private Impound
Cat,Private Impound,Aitkenvale,2014.3,Cat,Private Impound
Cat,Private Impound,Aitkenvale,2014.3,Cat,Private Impound
Cat,Private Impound,Aitkenvale,2014.3,Cat,Private Impound
Cat,Private Impound,Aitkenvale,2014.3,Cat,Private Impound
Dog,Private Impound,Aitkenvale,2014.3,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2014.3,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2014.3,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2014.3,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2014.3,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2014.3,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2014.3,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2014.3,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2014.3,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2014.3,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2014.3,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2014.3,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2014.3,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2014.3,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2014.3,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2014.3,Dog,Private Impound
Dog,Wandering,Aitkenvale,2014.3,Dog,Wandering
Dog,Wandering,Aitkenvale,2014.3,Dog,Wandering
Dog,Enclosure,Currajong,2014.3,Dog,Enclosure
Dog,Private Impound,Currajong,2014.3,Dog,Private Impound
Dog,Noise,Garbutt,2014.3,Dog,Noise
Cat,Private Impound,Garbutt,2014.3,Cat,Private Impound
Dog,Private Impound,Garbutt,2014.3,Dog,Private Impound
Dog,Private Impound,Garbutt,2014.3,Dog,Private Impound
Dog,Private Impound,Garbutt,2014.3,Dog,Private Impound
Dog,Wandering,Garbutt,2014.3,Dog,Wandering
Dog,Attack,Gulliver,2014.3,Dog,Attack
Dog,Attack,Gulliver,2014.3,Dog,Attack
Dog,Enclosure,Gulliver,2014.3,Dog,Enclosure
Dog,Enclosure,Gulliver,2014.3,Dog,Enclosure
Dog,Noise,Gulliver,2014.3,Dog,Noise
Dog,Noise,Gulliver,2014.3,Dog,Noise
Dog,Noise,Gulliver,2014.3,Dog,Noise
Dog,Private Impound,Gulliver,2014.3,Dog,Private Impound
Dog,Aggressive Animal,Mount Louisa,2014.3,Dog,Aggressive Animal
Dog,Attack,Mount Louisa,2014.3,Dog,Attack
Dog,Enclosure,Mount Louisa,2014.3,Dog,Enclosure
Dog,Noise,Mount Louisa,2014.3,Dog,Noise
Cat,Private Impound,Mount Louisa,2014.3,Cat,Private Impound
Dog,Private Impound,Mount Louisa,2014.3,Dog,Private Impound
Dog,Attack,Mundingburra,2014.3,Dog,Attack
Dog,Attack,Mundingburra,2014.3,Dog,Attack
Dog,Attack,Mundingburra,2014.3,Dog,Attack
Dog,Private Impound,Mundingburra,2014.3,Dog,Private Impound
Dog,Private Impound,Mundingburra,2014.3,Dog,Private Impound
Cat,Wandering,Mundingburra,2014.3,Cat,Wandering
Dog,Aggressive Animal,Vincent,2014.3,Dog,Aggressive Animal
Dog,Attack,Vincent,2014.3,Dog,Attack
Dog,Attack,Vincent,2014.3,Dog,Attack
Dog,Enclosure,Vincent,2014.3,Dog,Enclosure
Dog,Enclosure,Vincent,2014.3,Dog,Enclosure
Dog,Enclosure,Vincent,2014.3,Dog,Enclosure
Dog,Noise,Vincent,2014.3,Dog,Noise
Dog,Noise,Vincent,2014.3,Dog,Noise
Dog,Noise,Vincent,2014.3,Dog,Noise
Cat,Private Impound,Vincent,2014.3,Cat,Private Impound
Dog,Noise,Currajong,2014.3,Dog,Noise
Dog,Noise,Currajong,2014.3,Dog,Noise
Dog,Noise,Currajong,2014.3,Dog,Noise
Dog,Private Impound,Currajong,2014.3,Dog,Private Impound
Dog,Private Impound,Gulliver,2014.3,Dog,Private Impound
Dog,Enclosure,Hermit Park,2014.3,Dog,Enclosure
Dog,Enclosure,Hermit Park,2014.3,Dog,Enclosure
Dog,Noise,Hermit Park,2014.3,Dog,Noise
Dog,Wandering,Hermit Park,2014.3,Dog,Wandering
Dog,Noise,Hyde Park,2014.3,Dog,Noise
Dog,Noise,Hyde Park,2014.3,Dog,Noise
Dog,Private Impound,Hyde Park,2014.3,Dog,Private Impound
Dog,Private Impound,Hyde Park,2014.3,Dog,Private Impound
Dog,Private Impound,Mundingburra,2014.3,Dog,Private Impound
Dog,Private Impound,Mysterton,2014.3,Dog,Private Impound
Dog,Private Impound,Mysterton,2014.3,Dog,Private Impound
Dog,Private Impound,Mysterton,2014.3,Dog,Private Impound
Dog,Private Impound,Mysterton,2014.3,Dog,Private Impound
Dog,Aggressive Animal,Pimlico,2014.3,Dog,Aggressive Animal
Dog,Enclosure,Pimlico,2014.3,Dog,Enclosure
Dog,Noise,Pimlico,2014.3,Dog,Noise
Dog,Noise,Pimlico,2014.3,Dog,Noise
Dog,Noise,Pimlico,2014.3,Dog,Noise
Dog,Noise,Pimlico,2014.3,Dog,Noise
Dog,Private Impound,Pimlico,2014.3,Dog,Private Impound
Dog,Aggressive Animal,Railway Estate,2014.3,Dog,Aggressive Animal
Dog,Noise,Railway Estate,2014.3,Dog,Noise
Dog,Noise,Railway Estate,2014.3,Dog,Noise
Dog,Noise,Railway Estate,2014.3,Dog,Noise
Dog,Noise,Railway Estate,2014.3,Dog,Noise
Cat,Private Impound,Railway Estate,2014.3,Cat,Private Impound
Dog,Private Impound,Railway Estate,2014.3,Dog,Private Impound
Dog,Private Impound,Railway Estate,2014.3,Dog,Private Impound
Dog,Private Impound,Railway Estate,2014.3,Dog,Private Impound
Dog,Enclosure,Rosslea,2014.3,Dog,Enclosure
Cat,Private Impound,Rosslea,2014.3,Cat,Private Impound
Dog,Private Impound,Rosslea,2014.3,Dog,Private Impound
Dog,Private Impound,Rosslea,2014.3,Dog,Private Impound
Dog,Private Impound,Rosslea,2014.3,Dog,Private Impound
Dog,Attack,Townsville City,2014.3,Dog,Attack
Cat,Private Impound,Townsville City,2014.3,Cat,Private Impound
Dog,Aggressive Animal,West End,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,West End,2014.3,Dog,Aggressive Animal
Dog,Attack,West End,2014.3,Dog,Attack
Dog,Attack,West End,2014.3,Dog,Attack
Dog,Enclosure,West End,2014.3,Dog,Enclosure
Dog,Enclosure,West End,2014.3,Dog,Enclosure
Dog,Noise,West End,2014.3,Dog,Noise
Dog,Noise,West End,2014.3,Dog,Noise
Dog,Noise,West End,2014.3,Dog,Noise
Dog,Private Impound,West End,2014.3,Dog,Private Impound
Dog,Private Impound,West End,2014.3,Dog,Private Impound
Dog,Private Impound,West End,2014.3,Dog,Private Impound
Dog,Private Impound,West End,2014.3,Dog,Private Impound
Dog,Wandering,West End,2014.3,Dog,Wandering
Dog,Wandering,West End,2014.3,Dog,Wandering
Cat,Private Impound,Rasmussen,2014.3,Cat,Private Impound
Dog,Aggressive Animal,Unallocated,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2014.3,Dog,Aggressive Animal
Dog,Attack,Unallocated,2014.3,Dog,Attack
Dog,Attack,Unallocated,2014.3,Dog,Attack
Dog,Attack,Unallocated,2014.3,Dog,Attack
Dog,Attack,Unallocated,2014.3,Dog,Attack
Dog,Enclosure,Unallocated,2014.3,Dog,Enclosure
Dog,Private Impound,Unallocated,2014.3,Dog,Private Impound
Dog,Private Impound,Unallocated,2014.3,Dog,Private Impound
Dog,Private Impound,Unallocated,2014.3,Dog,Private Impound
Dog,Private Impound,Unallocated,2014.3,Dog,Private Impound
Dog,Private Impound,Unallocated,2014.3,Dog,Private Impound
Dog,Private Impound,Unallocated,2014.3,Dog,Private Impound
Cat,Wandering,Unallocated,2014.3,Cat,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Wandering,Unallocated,2014.3,Dog,Wandering
Dog,Attack,Alice River,2014.3,Dog,Attack
Dog,Noise,Alice River,2014.3,Dog,Noise
Dog,Noise,Alice River,2014.3,Dog,Noise
Dog,Enclosure,Balgal Beach,2014.3,Dog,Enclosure
Cat,Private Impound,Balgal Beach,2014.3,Cat,Private Impound
Dog,Private Impound,Balgal Beach,2014.3,Dog,Private Impound
Dog,Aggressive Animal,Black River,2014.3,Dog,Aggressive Animal
Dog,Attack,Black River,2014.3,Dog,Attack
Dog,Aggressive Animal,Bluewater,2014.3,Dog,Aggressive Animal
Dog,Noise,Bluewater,2014.3,Dog,Noise
Dog,Noise,Bluewater Park,2014.3,Dog,Noise
Dog,Aggressive Animal,Bohle Plains,2014.3,Dog,Aggressive Animal
Dog,Enclosure,Bohle Plains,2014.3,Dog,Enclosure
Dog,Enclosure,Bohle Plains,2014.3,Dog,Enclosure
Dog,Noise,Bohle Plains,2014.3,Dog,Noise
Dog,Noise,Bohle Plains,2014.3,Dog,Noise
Dog,Attack,Jensen,2014.3,Dog,Attack
Dog,Enclosure,Jensen,2014.3,Dog,Enclosure
Dog,Enclosure,Jensen,2014.3,Dog,Enclosure
Dog,Enclosure,Jensen,2014.3,Dog,Enclosure
Dog,Enclosure,Jensen,2014.3,Dog,Enclosure
Dog,Wandering,Jensen,2014.3,Dog,Wandering
Cat,Enclosure,Mount Louisa,2014.3,Cat,Enclosure
Dog,Enclosure,Mount Louisa,2014.3,Dog,Enclosure
Dog,Enclosure,Mount Louisa,2014.3,Dog,Enclosure
Dog,Noise,Mount Louisa,2014.3,Dog,Noise
Dog,Noise,Mount Louisa,2014.3,Dog,Noise
Dog,Noise,Mount Louisa,2014.3,Dog,Noise
Dog,Wandering,Mount Louisa,2014.3,Dog,Wandering
Dog,Enclosure,Rangewood,2014.3,Dog,Enclosure
Dog,Enclosure,Rangewood,2014.3,Dog,Enclosure
Cat,Private Impound,Toomulla,2014.3,Cat,Private Impound
Dog,Wandering,Toomulla,2014.3,Dog,Wandering
Dog,Enclosure,Yabulu,2014.3,Dog,Enclosure
Dog,Private Impound,Alligator Creek,2014.3,Dog,Private Impound
Dog,Aggressive Animal,Cungulla,2014.3,Dog,Aggressive Animal
Dog,Attack,Idalia,2014.3,Dog,Attack
Dog,Enclosure,Idalia,2014.3,Dog,Enclosure
Dog,Noise,Idalia,2014.3,Dog,Noise
Dog,Noise,Idalia,2014.3,Dog,Noise
Dog,Noise,Idalia,2014.3,Dog,Noise
Dog,Noise,Idalia,2014.3,Dog,Noise
Dog,Noise,Idalia,2014.3,Dog,Noise
Dog,Noise,Nome,2014.3,Dog,Noise
Dog,Enclosure,Oonoonba,2014.3,Dog,Enclosure
Dog,Enclosure,Oonoonba,2014.3,Dog,Enclosure
Dog,Noise,Railway Estate,2014.3,Dog,Noise
Dog,Noise,Railway Estate,2014.3,Dog,Noise
Dog,Noise,Railway Estate,2014.3,Dog,Noise
Cat,Private Impound,Roseneath,2014.3,Cat,Private Impound
Dog,Enclosure,Stuart,2014.3,Dog,Enclosure
Dog,Noise,Stuart,2014.3,Dog,Noise
Dog,Aggressive Animal,Wulguru,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Wulguru,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Wulguru,2014.3,Dog,Aggressive Animal
Dog,Aggressive Animal,Wulguru,2014.3,Dog,Aggressive Animal
